,Total_reward,Satisfied_customers,Customers_without_deliveries,Total_time,Total_satisfaction,Wharehouse_visits,Trips
0,749.1204428406636,15.0,4.0,723.2499999999995,0.7767083734359962,12.0,87.0
1,809.2451635262134,16.0,3.0,723.1499999999995,0.8271954674220963,12.0,81.0
2,758.0796078072922,14.0,4.0,744.3833333333326,0.7712355212355212,12.0,95.0
3,704.8925243731085,13.0,5.0,722.3499999999993,0.7211538461538461,11.0,92.0
4,912.8076167318192,19.0,1.0,725.3333333333335,0.9484435797665369,18.0,38.0
5,778.0095490012307,16.0,4.0,722.1166666666662,0.8017324350336862,11.0,78.0
6,921.9528615028257,19.0,1.0,741.3333333333335,0.9514285714285714,18.0,38.0
7,755.4431826105837,15.0,4.0,720.2499999999994,0.7638095238095238,11.0,86.0
8,731.3572403273956,15.0,5.0,721.2333333333329,0.7461685823754789,11.0,85.0
9,782.2743996902768,16.0,4.0,745.0833333333329,0.8009389671361502,12.0,77.0
10,700.4106549838389,14.0,5.0,723.2833333333327,0.7225433526011561,11.0,88.0
11,740.406533908425,15.0,5.0,741.2666666666661,0.751412429378531,12.0,88.0
12,703.4300051084837,14.0,5.0,723.3333333333326,0.7239382239382239,11.0,91.0
13,786.368733576817,15.0,3.0,743.2499999999994,0.8052681091251176,12.0,87.0
14,734.2137630173702,15.0,5.0,735.2666666666661,0.7483443708609272,12.0,88.0
15,933.5987042233295,19.0,1.0,750.3333333333335,0.9466292134831461,18.0,38.0
16,778.2171508100841,16.0,4.0,721.1166666666662,0.799618320610687,11.0,78.0
17,788.6000343012897,16.0,4.0,721.0999999999996,0.80209324452902,11.0,77.0
18,842.5806636806358,17.0,3.0,723.9999999999995,0.8560460652591171,13.0,73.0
19,911.8859358998011,19.0,1.0,732.3333333333335,0.9457659372026641,18.0,38.0
20,921.3035446457131,19.0,1.0,743.3333333333334,0.9492822966507177,19.0,39.0
21,929.8947390029357,19.0,1.0,742.3333333333335,0.9506172839506173,18.0,38.0
22,700.2959242240056,14.0,5.0,740.3833333333326,0.7197696737044146,12.0,95.0
23,750.4589440429161,15.0,5.0,721.1999999999995,0.7633079847908745,11.0,83.0
24,749.9355535787284,15.0,4.0,720.2166666666662,0.7606837606837606,11.0,84.0
25,760.5205927377917,15.0,4.0,722.2499999999994,0.7842761265580057,11.0,86.0
26,697.1296297759604,14.0,5.0,720.3333333333328,0.7149666348903718,11.0,91.0
27,719.2965943872296,15.0,5.0,726.2666666666662,0.744433688286544,12.0,88.0
28,938.7249543106562,19.0,1.0,739.3333333333334,0.9512893982808023,18.0,38.0
29,795.4694784258731,15.0,3.0,739.2499999999994,0.8067542213883677,12.0,87.0
30,734.9810612102565,15.0,5.0,739.2666666666661,0.7533718689788054,12.0,88.0
31,750.2907876138364,14.0,5.0,723.3333333333327,0.7603773584905661,11.0,91.0
32,917.4301719300374,19.0,1.0,729.3333333333335,0.9466537342386033,18.0,38.0
33,808.9276892983135,16.0,3.0,737.0499999999996,0.8381782945736435,11.0,74.0
34,745.5700208689904,15.0,4.0,723.1666666666662,0.7611374407582938,11.0,81.0
35,749.9257081218154,14.0,4.0,733.366666666666,0.7666666666666667,12.0,94.0
36,910.5040806100094,19.0,1.0,734.3333333333334,0.950544015825915,18.0,38.0
37,817.0721178792169,16.0,3.0,723.1166666666663,0.8396946564885496,12.0,79.0
